source_serial,institute_code,institution_label,source_name_address_excerpt,state_ut,source_page,source_y_top_pt,listing_scope
997,UP241,Prasad College of Rehabilitation Sciences (Raipur tappa haveli Murai Ka Bagh Dalmau) Raebareli,"Prasad College of Rehabilitation Sciences (Raipur tappa | haveli Murai Ka Bagh Dalmau) Raebareli, Uttar Pradesh- | 229207",Uttar Pradesh,107,176.99,listed_in_2026-02-04_register; current_activity_not_assessed
998,UP242,Pragati College of Education,"Pragati College of Education, | Village- Mamrakhapur- Teukhar, | Chandeshwar Azamgarh, Uttar Pradesh-276128",Uttar Pradesh,107,219.35,listed_in_2026-02-04_register; current_activity_not_assessed
999,UP243,S. M. Educational and Welfare Society Bilram,"S. M. Educational and Welfare Society Bilram, Kasganj, | Uttar Pradesh-207124",Uttar Pradesh,107,258.59,listed_in_2026-02-04_register; current_activity_not_assessed
1000,UP244,Shri Ram Sahay Sikshan Prashikshan Kendra,"Shri Ram Sahay Sikshan Prashikshan Kendra, | Ghatampur Waya Bhaisahi, Chakiya, Dist. Chandauli Uttar | Pradesh-232103",Uttar Pradesh,107,284.15,listed_in_2026-02-04_register; current_activity_not_assessed
1001,UP245,Sugamya D.Ed. College,"Sugamya D.Ed. College, | (Run by Sugamya Society for the Welfare of Divyangjan) | Asharfi Bhawan Chauraha, Ayodhya Uttar Pradesh-224123",Uttar Pradesh,107,323.39,listed_in_2026-02-04_register; current_activity_not_assessed
1002,UP246,Shikohabad College of Special Educaiton (Run by Integrated Institute of Rehabilitation for the Disabled (Viklang Samekit Punarwas Sansthan),"Shikohabad College of Special Educaiton | (Run by Integrated Institute of Rehabilitation for the Disabled | (Viklang Samekit Punarwas Sansthan), Rudhaini, Arav, Tehsil- | Shikohabad, Dist- Firozabad, Uttar Pradesh – 282010",Uttar Pradesh,107,386.75,listed_in_2026-02-04_register; current_activity_not_assessed
1003,UP247,Jagprem Academy,"Jagprem Academy, | Narpat Khera, Near Laleshwar Mahadev Mandir, Para, | Lucknow, Uttar Pradesh-226010",Uttar Pradesh,107,454.31,listed_in_2026-02-04_register; current_activity_not_assessed
1004,UP248,"Srijan Sanstha, Kailas Chowk","Srijan Sanstha, | Kailas Chowk, Sungulpur near Sunbeam School, Post- | Harbuspur, Jaunpur, Uttar Pradesh-222001",Uttar Pradesh,107,498.23,listed_in_2026-02-04_register; current_activity_not_assessed
1005,UP249,Harshit Sewa Sansthan,"Harshit Sewa Sansthan, Sarwan Nagar, Bijnor, Lucknow | Uttar Pradesh – 226002",Uttar Pradesh,107,545.39,listed_in_2026-02-04_register; current_activity_not_assessed
1006,UP250,Kinetic Divyang Research and Rehabilitation Centre,"Kinetic Divyang Research and Rehabilitation Centre, | (Managed by Agrani Viklang Foundation), Village Galhamau, | Block Harakh, | Dist- Barabanki, Uttar Pradesh – 225121",Uttar Pradesh,107,583.07,listed_in_2026-02-04_register; current_activity_not_assessed
1007,UP251,The Advance Society for Bright Way Institute,"The Advance Society for Bright Way Institute, | Village & Post Sohgauli, Dist- Sultanpur Uttar Pradesh",Uttar Pradesh,107,630.23,listed_in_2026-02-04_register; current_activity_not_assessed
1008,UP252,Shanti Institute of Rehabilitation Science (Run by Akanksha Society) Ramaupur Suwah Link Road Dubari Mau,"Shanti Institute of Rehabilitation Science | (Run by Akanksha Society) Ramaupur Suwah Link Road | Dubari Mau, Uttar Pradesh – 221601",Uttar Pradesh,107,664.79,listed_in_2026-02-04_register; current_activity_not_assessed
1009,UP253,Ram Newaj Shikshanik Anusandhan Evam Punarvas Sansthan Vill & Post- Bhikharpur,"Ram Newaj Shikshanik Anusandhan Evam Punarvas | Sansthan | Vill & Post- Bhikharpur, Dist Sultanpur, Uttar Pradesh",Uttar Pradesh,107,714.47,listed_in_2026-02-04_register; current_activity_not_assessed
1010,UP254,National Association for the Blind 1710,"National Association for the Blind | 1710, First Floor Lekhraj Dollar, Near Fire Station Indira | Nagar, Lucknow 226016",Uttar Pradesh,107,758.99,listed_in_2026-02-04_register; current_activity_not_assessed
1011,UP255,Dushyant Singh Special School (Dushyant Singha Foundation Trust) Sadipur,"Dushyant Singh Special School (Dushyant Singha | Foundation Trust) Sadipur, Mushafirkhana, Amethi Uttar | Pradesh-227813",Uttar Pradesh,108,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
1012,UP256,Dr. Smt. Mahadevi Educational Welfare Evam Shodh Sansthan 101 KM stone,"Dr. Smt. Mahadevi Educational Welfare Evam Shodh | Sansthan | 101 KM stone, NH-19 Koshi Kalan, Mathura Uttra Pradesh | 281403",Uttar Pradesh,108,115.19,listed_in_2026-02-04_register; current_activity_not_assessed
1013,UP257,Abhaydeep Divyang Shikshan Prashikshan Sansthan,"Abhaydeep Divyang Shikshan Prashikshan Sansthan, | Run by Abhaydeep School for Multiple Handicapped Children | Society, Marvi, Varanasi – 221208",Uttar Pradesh,108,165.95,listed_in_2026-02-04_register; current_activity_not_assessed
1014,UP258,Kailashi Mahila Vikas samiti,"Kailashi Mahila Vikas samiti, | Village – Dhyanipur, Post- Lohara, | District – Azamgarh, Uttar Pradesh-223223",Uttar Pradesh,108,219.83,listed_in_2026-02-04_register; current_activity_not_assessed
1015,UP259,Haji Waris Ali Shah Memorial Degree College Vill - Barolia,"Haji Waris Ali Shah Memorial Degree College | Vill – Barolia, Post- Sirauligauspur, | Dist- Barabanki, Uttar Pradesh – 225207",Uttar Pradesh,108,266.51,listed_in_2026-02-04_register; current_activity_not_assessed
1016,UP260,Amity Institute of Behavioural (Health) & Allied Sciences (AIBHAS),"Amity Institute of Behavioural (Health) & Allied Sciences | (AIBHAS), Amity University, | Plot No. 48A, Knowledge Park-III, Greater Noida, Uttar | Pradesh – 201308",Uttar Pradesh,108,313.19,listed_in_2026-02-04_register; current_activity_not_assessed
1017,UP261,Santosh Medical College & Hospitals,"Santosh Medical College & Hospitals, | Santosh Deemed to be University, | No. 1 Santosh Nagar, Pratap Vihar, Ghaziabad Uttar Pradesh | – 201009",Uttar Pradesh,108,372.23,listed_in_2026-02-04_register; current_activity_not_assessed
1018,UP262,Jan Vikas Samiti,"Jan Vikas Samiti, | Christnagar | Murdaha PO Varanasi, Uttar Pradesh 221202",Uttar Pradesh,108,427.19,listed_in_2026-02-04_register; current_activity_not_assessed
1019,UP263,Rajbala Divyang Teacher Training College (Run by Rajbala Divyang Sewa Samiti) Datavali Geshupur,"Rajbala Divyang Teacher Training College (Run by Rajbala | Divyang Sewa Samiti) Datavali Geshupur, Grah Road, | Meerut, Uttar Pradesh – 250004",Uttar Pradesh,108,480.59,listed_in_2026-02-04_register; current_activity_not_assessed
1020,UP264,Sahara Rehabilitation Center Run by Ch. Dharmartha Samiti 495/2,"Sahara Rehabilitation Center Run by Ch. Dharmartha | Samiti 495/2, Phoolbagh colony, Meerut Uttar Pradesh – | 250001",Uttar Pradesh,108,531.83,listed_in_2026-02-04_register; current_activity_not_assessed
1021,UP265,Diya-Sa Divyang Jan Sahyog Shikshan Sanstha (Run by dioya-Sa Samjik Sansthan) Paschimpati,"Diya-Sa Divyang Jan Sahyog Shikshan Sanstha (Run by | dioya-Sa Samjik Sansthan) Paschimpati,Bhimalpati, | Nizamabad, Azamgarh Uttar Pradesh – 223221",Uttar Pradesh,108,574.31,listed_in_2026-02-04_register; current_activity_not_assessed
1022,UP266,Heisenberg International school (Run by Heisenberg Shikshan Seva Sansthan) Mariahu,"Heisenberg International school | (Run by Heisenberg Shikshan Seva Sansthan) Mariahu, | Jaunpur, Uttar Pradesh",Uttar Pradesh,108,621.95,listed_in_2026-02-04_register; current_activity_not_assessed
1023,UP267,Nectar Charitable College (Run by Nectar Support and Development Foundation) 5/459 Viram Khand 5,"Nectar Charitable College | (Run by Nectar Support and Development Foundation) | 5/459 Viram Khand 5, Gomti Nagar, Regd & Po- 255/9610K, | Kundari, Nigam Bagh, Rakabganj, Lucknow – 226004",Uttar Pradesh,108,665.87,listed_in_2026-02-04_register; current_activity_not_assessed
1024,UP268,Awam Special Teacher’s Training College (Run by Awam Welfare Society) Baintikalan Road,"Awam Special Teacher’s Training College | (Run by Awam Welfare Society) Baintikalan Road, Bikapur, | Ayodhya Uttar Pradesh – 224209",Uttar Pradesh,108,737.03,listed_in_2026-02-04_register; current_activity_not_assessed
1025,UP269,Society for Advanced Research Rehabiltiaiton Training & Health Initiatives,"Society for Advanced Research Rehabiltiaiton Training & | Health Initiatives, | 536/925 Triveni Nagar-2 | Sitapur Road, Lucknow Uttar Pradesh – 226020",Uttar Pradesh,109,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
1026,UP270,Chhatrapati Shahu Ji Maharaj University Kalyanpur,"Chhatrapati Shahu Ji Maharaj University | Kalyanpur, Kanpur, Uttar Pradesh-208024",Uttar Pradesh,109,133.07,listed_in_2026-02-04_register; current_activity_not_assessed
1027,UP271,Faculty of Psychology and Behavioural Sciences,"Faculty of Psychology and Behavioural Sciences, | Rama University, Kanpur Nagar, Uttar Pradesh - 209217",Uttar Pradesh,109,168.11,listed_in_2026-02-04_register; current_activity_not_assessed
1028,UP272,Savitribai Phule National Institute of Women and Child Development,"Savitribai Phule National Institute of Women and Child | Development, Regional Centre Lucknow PO Gudumba, Kursi | Road (Near Sports College) Lucknow- 226026",Uttar Pradesh,109,203.15,listed_in_2026-02-04_register; current_activity_not_assessed
1029,UP273,Adhyapak Prashikshan Kendra Infront of Rajkiya Sanket Mukbadhir Vidyalaya,"Adhyapak Prashikshan Kendra | Infront of Rajkiya Sanket Mukbadhir Vidyalaya, Mohaan Road, | Lucknow, Uttar Pradesh-226017",Uttar Pradesh,109,256.55,listed_in_2026-02-04_register; current_activity_not_assessed
1030,UP274,Vijay College of Special Education,"Vijay College of Special Education, | C/o Vijay College of Special Education, Z-Block, Mahindra | Enclave, Near Sai Mandir Chiranjeev Vihar, Sector-2, Shastri | Nagar, Ghaziabad, UTTAR PRADESH-201002",Uttar Pradesh,109,299.03,listed_in_2026-02-04_register; current_activity_not_assessed
1031,UP275,LAXMI REHABILITATION INSTITUTE,"LAXMI REHABILITATION INSTITUTE, | 12 PROFESSOR COLONY RADHIKA VIHAR ROAD | NEAR BSA COLLEGE, MATHURA, UTTAR PRADESH- | 281004",Uttar Pradesh,109,358.19,listed_in_2026-02-04_register; current_activity_not_assessed
1032,UP276,Study Hall Educational Foundation,"Study Hall Educational Foundation, | STUDY HALL SCHOOL, VIPUL KHAND - II, GOMTI NAGAR, | LUCKNOW, UTTAR PRADESH-226010",Uttar Pradesh,109,410.51,listed_in_2026-02-04_register; current_activity_not_assessed
1033,UT001,National Institute for the Empowerment of Persons with Visual Disabilities (Divyangjan),"National Institute for the Empowerment of Persons with | Visual Disabilities (Divyangjan), (NIEPVD),116, Rajpur | Road, Dehradun, Uttrakhand– 248001",Uttarakhand,109,467.03,listed_in_2026-02-04_register; current_activity_not_assessed
1034,UT002,RAPHAEL (for suffering of Relief) P.O. Box No: 157,"RAPHAEL (for suffering of Relief) | P.O. Box No: 157, End Mohini Road, Trans Rispana Nadi, | Dehradun, Uttarakhand – 248001",Uttarakhand,110,107.87,listed_in_2026-02-04_register; current_activity_not_assessed
1035,UT004,Department of E.N.T Himalayan Institute of Medical Sciences,"Department of E.N.T Himalayan Institute of Medical | Sciences, Swami Ram Nagar,P.O. Jolly Grant, Dehradun- | 248016",Uttarakhand,110,157.55,listed_in_2026-02-04_register; current_activity_not_assessed
1036,UT007,Anmol Foundation Katoratal Naye Basti,"Anmol Foundation | Katoratal Naye Basti, | Near Government Hospital, Kashipur U.S. Nagar Uttarakhand | 244713",Uttarakhand,110,208.79,listed_in_2026-02-04_register; current_activity_not_assessed
1037,WB001,National Institute for Locomotor Disabilities (Divyangjan),"National Institute for Locomotor Disabilities (Divyangjan), | Bon-Hooghly, B.T. Road, Calcutta, West Bengal – 700090",West Bengal,110,277.31,listed_in_2026-02-04_register; current_activity_not_assessed
1038,WB002,Anandniketan (Society for Mental Health Care),"Anandniketan (Society for Mental Health Care), | P.O. & Village : Khajurdihi, Via-Katwa, Dist. Burdwan, West | Bengal-713 510",West Bengal,110,435.11,listed_in_2026-02-04_register; current_activity_not_assessed
1039,WB003,Alakendu Bodh Niketan Residential,"Alakendu Bodh Niketan Residential, | P-1/4/1, C.I.T Scheme VII-M, V.I.P. Road, | Kankurgachi, Kolkata, West Bengal - 700054",West Bengal,110,499.43,listed_in_2026-02-04_register; current_activity_not_assessed
1040,WB004,National Institute for the Empowerment of Persons with Intellectual Disability (Divyangjan),"National Institute for the Empowerment of Persons with | Intellectual Disability (Divyangjan), | Regional Training Centre, NIOH Campus, | Bon-Hooghly, | B T Road, Kolkata, West Bengal – 700 090",West Bengal,110,579.35,listed_in_2026-02-04_register; current_activity_not_assessed
1041,WB005,Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan),"Ali Yavar Jung National Institute of Speech and Hearing | Disabilities (Divyangjan), | (Under Departmnet of Empowerment of Persons with | Disabilities (Divyangjan), Ministry of Social | Justice & Empowerment, Govt of India) Regional Training | Centre",West Bengal,110,765.83,listed_in_2026-02-04_register; current_activity_not_assessed
1042,WB006,Indian Institute of Cerebral Palsy,"Indian Institute of Cerebral Palsy, IICP ( Formerly Spastic | Society of Eastern India), P- 35/1,Taratolla Road, Kolkata-88",West Bengal,111,320.99,listed_in_2026-02-04_register; current_activity_not_assessed
1043,WB007,The Ramakrishna Mission Blind Boys’ Academy,"The Ramakrishna Mission Blind Boys’ Academy, | Ramakrishna Mission Ashram (T.I.T.V.H.), Narendrapur, | Kolkata – 700103",West Bengal,111,372.23,listed_in_2026-02-04_register; current_activity_not_assessed
1044,WB009,Vivekananda Mission Asram,"Vivekananda Mission Asram, | Vivekanagar, P.O. Chaitanyapur (Haldia),District Medinipur, | West Bengal -721645",West Bengal,111,443.27,listed_in_2026-02-04_register; current_activity_not_assessed
1045,WB010,Training College for the Teachers of the Deaf,"Training College for the Teachers of the Deaf, 293, | Acharya Prafulla Chandra Road, Kolkata, West Bengal - | 700009",West Bengal,111,532.07,listed_in_2026-02-04_register; current_activity_not_assessed
1046,WB016,SHELTER College of Special Education,"SHELTER College of Special Education, 3, Bholanath | Bhaduri Sarani, Bhadreswar, Hooghly, West Bengal – 712 | 124.",West Bengal,111,601.07,listed_in_2026-02-04_register; current_activity_not_assessed
1047,WB017,Ramakrishna Vivekananda Mission,"Ramakrishna Vivekananda Mission, 7, Riverside Road, | Barrackpore, North 24 Parganas, | West Bengal–700120",West Bengal,111,652.31,listed_in_2026-02-04_register; current_activity_not_assessed
1048,WB018,Pradip Centre for Autism Management,"Pradip Centre for Autism Management, 33A/1, Canal South | Road, Kolkata-700015",West Bengal,111,741.11,listed_in_2026-02-04_register; current_activity_not_assessed
1049,WB020,Midnapore Rehabilitation Centre for Children. “Gitanjali”,"Midnapore Rehabilitation Centre for Children. | “Gitanjali”, Dr. Nilay Paul Road (Earlier Vidyasaga Road), | P.O. – Midnapore, Dist – Paschim Medinipur – 721101, West | Bengal",West Bengal,112,107.87,listed_in_2026-02-04_register; current_activity_not_assessed
1050,WB022,"Bikashayan, 40","Bikashayan, | 40, Bon Hooghly Govt. Colony, Kolkata, West Bengal – | 700108",West Bengal,112,265.67,listed_in_2026-02-04_register; current_activity_not_assessed
1051,WB023,Department of Disability Studies Rabindra Bharati University,"Department of Disability Studies Rabindra Bharati | University, Emerald Bower Campus, | 56 A, Barrackpore Trunk Road, Kolkata, West Bengal - | 700050",West Bengal,112,339.47,listed_in_2026-02-04_register; current_activity_not_assessed
1052,WB026,Department of Psychology,"Department of Psychology, University of Calcutta, | University Colleges of Science, Technology and Agriculture, | 92, Acharya Prafulla Chandra Road, Kolkata West Bengal – | 700009 /Telefax:",West Bengal,112,417.35,listed_in_2026-02-04_register; current_activity_not_assessed
1053,WB028,North Bengal Handicapped Rehabilitation Society,"North Bengal Handicapped Rehabilitation Society, New | Township, kawakhali (Near Group Centre), Central Reserve | Police Force (C.R.P.F. Complex) Post: Sushruta Nagar, Dist. | Darjeeling, West Bengal – 734012",West Bengal,112,486.35,listed_in_2026-02-04_register; current_activity_not_assessed
1054,WB029,Institute of Psychiatry,"Institute of Psychiatry, IPGME&R, 7 D.L. Khan Road, | Kolkata, West Bengal – 700025",West Bengal,112,602.51,listed_in_2026-02-04_register; current_activity_not_assessed
1055,WB030,"Voice of World, 4 Nrisingha Dutta Road","Voice of World, | 4 Nrisingha Dutta Road, Kolkata, West Bengal – | 700008 /",West Bengal,112,644.87,listed_in_2026-02-04_register; current_activity_not_assessed
1056,WB031,Debendranath Mondal (D. N. Mondal) College Run by: Pirkhali Pathikrit,"Debendranath Mondal (D. N. Mondal) College Run by: | Pirkhali Pathikrit, Vill.-Chandipur, P.O. – Kundarali, P.S.- | Baruipur, District – South 24 Parganas,West Bengal – 743610",West Bengal,112,696.11,listed_in_2026-02-04_register; current_activity_not_assessed
1057,WB032,Nadia Zilla Pratibandhi Kalyan Samiti,"Nadia Zilla Pratibandhi Kalyan Samiti, (Renuka Debi | Special D.ED.College), 8, Church Lane, P.O. Krishnagar, P.S- | Kotwali, District – | Nadia, West Bengal – 741101",West Bengal,112,782.87,listed_in_2026-02-04_register; current_activity_not_assessed
1058,WB033,Vivekananda Lokshiksha Niketan,"Vivekananda Lokshiksha Niketan, | At. Faridpur, P.O. Dakshin Dauki, P.S. Contai, Dist. Purba | Medinipur, West Bengal-721450",West Bengal,113,110.99,listed_in_2026-02-04_register; current_activity_not_assessed
1059,WB034,Moyna Ramkrishnayan Association,"Moyna Ramkrishnayan Association, Village Harkuli | Bhanderchak, P.O.+ P.S.- Moyna, Dist- Purba Medinipur, | West Bengal-721629",West Bengal,113,177.35,listed_in_2026-02-04_register; current_activity_not_assessed
1060,WB035,Pratibandhi Kalyan Kendra Abinash Mukherjee Road,"Pratibandhi Kalyan Kendra | Abinash Mukherjee Road, Hooghly, West Bengal – | 712103",West Bengal,113,235.43,listed_in_2026-02-04_register; current_activity_not_assessed
1061,WB037,Cooch Behar Special Education Teachers Training Centre,"Cooch Behar Special Education Teachers Training | Centre, Vill. + Post – Rajarhat, P.O.- Patlakhawa, Dist.-Cooch | Behar, | West Bengal - 736165 /",West Bengal,113,295.55,listed_in_2026-02-04_register; current_activity_not_assessed
